,region_id.special_id,bcd,cad,gt,hb,expression
77,VT39048.MEMB005B,0,0,0,0,0
78,VT39048.MEMB005D,0,0,0,0,0
79,VT39048.MEMB006A,0,0,0,0,0
80,VT39048.MEMB006B,0,0,0,0,0
81,VT39048.MEMB006C,0,0,0,0,0
82,VT39048.MEMB007C,0,0,0,0,0
83,VT39048.MEMB008C,0,0,0,0,0
84,VT39048.dkik,1,0,0,0,0
85,VT39048.MEMB002B,0,0,0,0,0
86,VT39048.MEMB002C,1,0,0,0,0
87,VT39048.MEMB002E,0,0,0,0,0
88,VT39048.MEMB003A,1,0,0,0,0
89,VT39048.MEMB003C,0,0,0,0,0
90,VT39048.MEMB003D,1,0,0,0,0
91,VT39048.MEMB003F,0,0,0,0,0
92,VT39048.MEMB004A,0,0,0,0,0
93,VT39048.MEMB004B,1,0,0,0,0
94,VT39048.MEMB007B,1,0,0,0,0
95,VT39048.MEMB007D,0,0,0,0,0
96,VT40544.dkik,0,0,0,0,1
97,VT40544.MEMB002B,0,1,0,0,1
98,VT40544.MEMB002D,0,0,0,0,1
99,VT40544.MEMB002E,0,0,0,0,1
100,VT40544.MEMB002F,0,0,0,0,1
101,VT40544.MEMB003A,0,0,0,0,1
102,VT40544.MEMB003F,1,0,0,0,1
103,VT40544.MEMB005B,0,0,0,0,1
104,VT40544.MEMB005D,0,0,0,0,1
105,VT40544.MEMB006A,0,0,0,0,1
106,VT40544.MEMB007C,1,0,0,0,1
107,VT40544.MEMB007D,0,0,0,0,1
108,VT40544.MEMB002A,0,1,0,0,1
109,VT40544.MEMB002C,0,1,0,0,1
110,VT40544.MEMB003B,0,0,0,0,1
111,VT40544.MEMB003C,0,1,0,0,1
112,VT40544.MEMB003D,0,0,0,0,1
113,VT40544.MEMB004A,0,1,0,0,1
114,VT40544.MEMB004B,0,0,0,0,1
115,VT40544.MEMB004E,0,0,0,0,1
116,VT40544.MEMB006B,0,0,0,0,1
117,VT40544.MEMB006C,0,0,0,0,1
118,VT40544.MEMB007B,0,1,0,0,1
119,VT40544.MEMB008C,0,0,0,0,1
120,VT41288.dkik,0,0,0,0,1
121,VT41288.MEMB002C,0,0,0,0,1
122,VT41288.MEMB002E,0,0,0,0,1
123,VT41288.MEMB003A,0,0,0,0,1
124,VT41288.MEMB003B,1,0,0,0,1
125,VT41288.MEMB003C,0,0,0,0,1
126,VT41288.MEMB003F,1,0,0,0,1
127,VT41288.MEMB004E,0,0,0,0,1
128,VT41288.MEMB005B,1,0,0,0,1
129,VT41288.MEMB006A,0,0,0,0,1
130,VT41288.MEMB006C,0,0,0,0,1
131,VT41288.MEMB007B,1,0,0,0,1
132,VT41288.MEMB002A,1,0,0,0,1
133,VT41288.MEMB002B,1,0,0,0,1
134,VT41288.MEMB002D,1,0,0,0,1
135,VT41288.MEMB002F,1,0,0,0,1
136,VT41288.MEMB003D,0,0,0,0,1
137,VT41288.MEMB004A,1,0,0,0,1
138,VT41288.MEMB004B,0,0,0,0,1
139,VT41288.MEMB005D,0,0,0,0,1
140,VT41288.MEMB006B,0,0,0,0,1
141,VT41288.MEMB007C,1,0,0,0,1
142,VT41288.MEMB007D,0,0,0,0,1
143,VT41288.MEMB008C,0,0,0,0,1
144,VT48866.MEMB002A,0,0,0,0,1
145,VT48866.MEMB002C,0,0,0,0,1
146,VT48866.MEMB003A,1,0,0,0,1
147,VT48866.MEMB003F,2,0,0,0,1
148,VT48866.MEMB004A,0,0,0,0,1
149,VT48866.MEMB005B,1,0,0,0,1
150,VT48866.MEMB006A,1,0,0,0,1
151,VT48866.MEMB006B,1,0,0,0,1
152,VT48866.MEMB006C,1,0,0,0,1
153,VT48866.MEMB007C,0,0,0,0,1
154,VT48866.dkik,0,0,0,0,1
155,VT48866.MEMB002B,0,0,0,0,1
156,VT48866.MEMB002D,1,0,0,0,1
157,VT48866.MEMB002E,0,1,0,0,1
158,VT48866.MEMB002F,0,0,0,0,1
159,VT48866.MEMB003B,1,0,0,1,1
160,VT48866.MEMB003C,0,0,0,0,1
161,VT48866.MEMB003D,1,0,0,0,1
162,VT48866.MEMB004B,1,0,1,0,1
163,VT48866.MEMB004E,1,0,1,0,1
164,VT48866.MEMB005D,2,0,0,0,1
165,VT48866.MEMB007B,0,0,0,0,1
166,VT48866.MEMB007D,0,0,0,0,1
167,VT48866.MEMB008C,1,0,0,0,1
168,VT25741.MEMB002D,0,0,0,0,1
169,VT25741.MEMB002E,0,0,0,0,1
170,VT25741.MEMB002F,0,0,0,0,1
171,VT25741.MEMB003B,0,0,0,0,1
172,VT25741.MEMB004A,0,0,0,0,1
173,VT25741.MEMB005D,0,0,0,0,1
174,VT25741.MEMB006A,0,0,0,0,1
175,VT25741.MEMB006C,0,0,0,0,1
176,VT25741.MEMB007D,0,0,0,0,1
177,VT25741.dkik,0,0,0,0,1
178,VT25741.MEMB002A,0,0,0,0,1
179,VT25741.MEMB002B,0,0,0,0,1
180,VT25741.MEMB002C,0,0,0,0,1
181,VT25741.MEMB003A,0,0,0,0,1
182,VT25741.MEMB003C,0,0,0,0,1
183,VT25741.MEMB003D,0,0,0,0,1
184,VT25741.MEMB003F,0,0,0,0,1
185,VT25741.MEMB004B,0,0,0,0,1
186,VT25741.MEMB004E,0,0,0,0,1
187,VT25741.MEMB005B,1,0,0,0,1
188,VT25741.MEMB006B,0,0,0,0,1
189,VT25741.MEMB007B,0,0,0,0,1
190,VT25741.MEMB007C,0,0,0,0,1
191,VT25741.MEMB008C,0,0,0,0,1
192,VT25966.MEMB002A,1,0,0,1,0
193,VT25966.MEMB002B,0,0,0,2,0
194,VT25966.MEMB002C,0,0,0,1,0
195,VT25966.MEMB002D,0,0,0,1,0
196,VT25966.MEMB002E,0,0,0,0,0
197,VT25966.MEMB002F,1,0,0,1,0
198,VT25966.MEMB003C,0,0,0,1,0
199,VT25966.MEMB003D,0,0,0,1,0
200,VT25966.MEMB003F,0,0,0,1,0
201,VT25966.MEMB007C,0,0,0,0,0
202,VT25966.dkik,0,0,0,1,0
203,VT25966.MEMB003A,0,0,0,1,0
204,VT25966.MEMB003B,0,0,0,0,0
205,VT25966.MEMB004A,0,0,0,2,0
206,VT25966.MEMB004B,0,0,0,1,0
207,VT25966.MEMB004E,0,0,0,2,0
208,VT25966.MEMB005B,0,0,0,1,0
209,VT25966.MEMB005D,1,0,0,1,0
210,VT25966.MEMB006A,1,0,0,1,0
211,VT25966.MEMB006B,0,0,0,1,0
212,VT25966.MEMB006C,0,0,0,1,0
213,VT25966.MEMB007B,0,0,0,1,0
214,VT25966.MEMB007D,0,0,0,1,0
215,VT25966.MEMB008C,1,0,0,1,0
216,VT58433.MEMB002B,0,0,0,0,0
217,VT58433.MEMB002C,0,0,0,0,0
218,VT58433.MEMB002F,0,0,0,0,0
219,VT58433.MEMB003A,0,0,0,0,0
220,VT58433.MEMB003F,0,0,0,0,0
221,VT58433.MEMB004E,0,0,0,0,0
222,VT58433.MEMB006C,0,0,0,0,0
223,VT58433.MEMB007D,0,0,0,0,0
224,VT58433.MEMB008C,0,0,0,0,0
225,VT58433.dkik,0,0,0,0,0
226,VT58433.MEMB002A,0,0,0,0,0
227,VT58433.MEMB002D,0,0,0,0,0
228,VT58433.MEMB002E,0,0,0,0,0
229,VT58433.MEMB003B,0,0,0,0,0
230,VT58433.MEMB003C,0,0,0,0,0
231,VT58433.MEMB003D,0,0,0,0,0
232,VT58433.MEMB004A,0,0,0,0,0
233,VT58433.MEMB004B,0,0,0,0,0
234,VT58433.MEMB005B,0,0,0,0,0
235,VT58433.MEMB005D,0,0,0,0,0
236,VT58433.MEMB006A,0,0,0,0,0
237,VT58433.MEMB006B,0,0,0,0,0
238,VT58433.MEMB007B,0,0,0,0,0
239,VT58433.MEMB007C,0,0,0,0,0
240,VT8463.MEMB002E,1,0,0,0,1
241,VT8463.MEMB002F,0,0,0,0,1
242,VT8463.MEMB003A,0,0,0,0,1
243,VT8463.MEMB003C,0,0,0,0,1
244,VT8463.MEMB003F,0,0,0,0,1
245,VT8463.MEMB004A,1,1,0,1,1
246,VT8463.MEMB005B,0,0,0,0,1
247,VT8463.MEMB006A,0,0,0,0,1
248,VT8463.MEMB006B,0,1,0,0,1
249,VT8463.MEMB006C,0,0,0,0,1
250,VT8463.MEMB007B,0,0,0,0,1
251,VT8463.MEMB007D,0,0,0,0,1
252,VT8463.dkik,0,0,0,0,1
253,VT8463.MEMB002A,0,0,0,1,1
254,VT8463.MEMB002B,0,0,0,0,1
255,VT8463.MEMB002C,0,0,0,0,1
256,VT8463.MEMB002D,0,0,0,0,1
257,VT8463.MEMB003B,1,0,0,1,1
258,VT8463.MEMB003D,0,0,0,0,1
259,VT8463.MEMB004B,1,0,0,0,1
260,VT8463.MEMB004E,0,0,0,0,1
261,VT8463.MEMB005D,0,0,0,0,1
262,VT8463.MEMB007C,0,0,0,0,1
263,VT8463.MEMB008C,0,0,0,0,1
264,VT33908.MEMB002E,0,0,0,0,1
265,VT33908.MEMB003B,0,0,0,0,1
266,VT33908.MEMB003F,0,0,0,0,1
267,VT33908.MEMB004B,0,1,0,0,1
268,VT33908.MEMB004E,2,0,0,0,1
269,VT33908.MEMB007C,0,0,0,0,1
270,VT33908.MEMB008C,0,1,0,0,1
271,VT33908.dkik,0,0,0,0,1
272,VT33908.MEMB002A,0,1,0,0,1
273,VT33908.MEMB002B,0,1,0,0,1
274,VT33908.MEMB002C,0,1,0,0,1
275,VT33908.MEMB002D,0,0,0,0,1
276,VT33908.MEMB002F,0,1,0,0,1
277,VT33908.MEMB003A,0,0,0,0,1
278,VT33908.MEMB003C,0,1,0,0,1
279,VT33908.MEMB003D,0,0,0,0,1
280,VT33908.MEMB004A,0,1,0,0,1
281,VT33908.MEMB005B,0,1,0,0,1
282,VT33908.MEMB005D,0,1,0,0,1
283,VT33908.MEMB006A,0,0,0,0,1
284,VT33908.MEMB006B,0,0,0,0,1
285,VT33908.MEMB006C,0,0,0,0,1
286,VT33908.MEMB007B,0,1,0,0,1
287,VT33908.MEMB007D,0,2,0,0,1
288,VT7076.dkik,0,0,0,0,1
289,VT7076.MEMB002F,0,0,0,0,1
290,VT7076.MEMB003A,0,0,0,0,1
291,VT7076.MEMB003B,0,0,0,0,1
292,VT7076.MEMB003C,1,0,0,0,1
293,VT7076.MEMB003D,0,0,0,0,1
294,VT7076.MEMB004A,1,0,0,0,1
295,VT7076.MEMB005B,0,0,0,0,1
296,VT7076.MEMB006A,0,0,0,0,1
297,VT7076.MEMB006B,0,0,0,0,1
298,VT7076.MEMB007B,1,0,0,0,1
299,VT7076.MEMB008C,0,0,0,0,1
300,VT7076.MEMB002A,0,0,0,0,1
301,VT7076.MEMB002B,1,0,0,0,1
302,VT7076.MEMB002C,0,0,0,0,1
303,VT7076.MEMB002D,1,0,0,0,1
304,VT7076.MEMB002E,1,0,0,0,1
305,VT7076.MEMB003F,0,0,0,0,1
306,VT7076.MEMB004B,0,0,0,0,1
307,VT7076.MEMB004E,0,0,0,0,1
308,VT7076.MEMB005D,0,0,0,0,1
309,VT7076.MEMB006C,0,0,0,0,1
310,VT7076.MEMB007C,0,0,0,0,1
311,VT7076.MEMB007D,0,0,0,0,1
312,VT39979.dkik,0,0,0,0,1
313,VT39979.MEMB002A,0,0,0,0,1
314,VT39979.MEMB002B,0,0,0,0,1
315,VT39979.MEMB002C,0,0,0,0,1
316,VT39979.MEMB002E,0,0,0,0,1
317,VT39979.MEMB002F,0,0,0,0,1
318,VT39979.MEMB003A,0,0,0,0,1
319,VT39979.MEMB003D,0,0,0,0,1
320,VT39979.MEMB004A,0,0,0,0,1
321,VT39979.MEMB004B,0,0,0,0,1
322,VT39979.MEMB005D,0,0,0,0,1
323,VT39979.MEMB006A,0,0,0,0,1
324,VT39979.MEMB006B,0,0,0,0,1
325,VT39979.MEMB007D,0,0,0,0,1
326,VT39979.MEMB008C,0,0,0,0,1
327,VT39979.MEMB002D,0,0,0,0,1
328,VT39979.MEMB003B,0,0,0,0,1
329,VT39979.MEMB003C,0,0,0,0,1
330,VT39979.MEMB003F,0,0,0,0,1
331,VT39979.MEMB004E,0,0,0,0,1
332,VT39979.MEMB005B,0,0,0,0,1
333,VT39979.MEMB006C,0,0,0,0,1
334,VT39979.MEMB007B,0,0,0,0,1
335,VT39979.MEMB007C,0,0,0,0,1
336,VT58396.MEMB002C,0,0,0,0,0
337,VT58396.MEMB002F,0,0,0,0,0
338,VT58396.MEMB003D,0,0,0,0,0
339,VT58396.MEMB004B,0,0,0,0,0
340,VT58396.MEMB004E,0,0,0,1,0
341,VT58396.MEMB006C,0,0,0,0,0
342,VT58396.MEMB007D,0,0,0,0,0
343,VT58396.MEMB008C,1,0,0,0,0
344,VT58396.dkik,0,0,0,0,0
345,VT58396.MEMB002A,0,0,0,0,0
346,VT58396.MEMB002B,0,0,0,0,0
347,VT58396.MEMB002D,2,0,0,0,0
348,VT58396.MEMB002E,0,0,0,0,0
349,VT58396.MEMB003A,0,0,0,0,0
350,VT58396.MEMB003B,0,0,0,0,0
351,VT58396.MEMB003C,0,0,0,0,0
352,VT58396.MEMB003F,0,0,0,0,0
353,VT58396.MEMB004A,0,0,0,0,0
354,VT58396.MEMB005B,1,0,0,1,0
355,VT58396.MEMB005D,0,0,0,0,0
356,VT58396.MEMB006A,0,0,0,0,0
357,VT58396.MEMB006B,0,0,0,0,0
358,VT58396.MEMB007B,0,0,0,0,0
359,VT58396.MEMB007C,0,0,0,0,0
360,VT55808.MEMB002A,0,0,0,0,1
361,VT55808.MEMB002B,0,0,0,0,1
362,VT55808.MEMB002C,0,0,0,0,1
363,VT55808.MEMB003B,0,0,0,0,1
364,VT55808.MEMB003C,0,0,0,0,1
365,VT55808.MEMB003D,0,0,0,0,1
366,VT55808.MEMB005B,0,0,0,0,1
367,VT55808.MEMB006A,0,0,0,0,1
368,VT55808.MEMB006B,0,0,0,0,1
369,VT55808.MEMB006C,0,0,0,0,1
370,VT55808.MEMB007C,0,0,0,0,1
371,VT55808.MEMB007D,0,0,0,0,1
372,VT55808.MEMB008C,0,0,0,0,1
373,VT55808.dkik,0,0,0,0,1
374,VT55808.MEMB002D,0,0,0,0,1
375,VT55808.MEMB002E,1,0,0,0,1
376,VT55808.MEMB002F,0,0,0,0,1
377,VT55808.MEMB003A,0,0,0,0,1
378,VT55808.MEMB003F,0,0,0,0,1
379,VT55808.MEMB004A,0,0,0,0,1
380,VT55808.MEMB004B,0,0,0,0,1
381,VT55808.MEMB004E,0,0,0,0,1
382,VT55808.MEMB005D,0,0,0,0,1
383,VT55808.MEMB007B,0,0,0,0,1
384,VT1592.MEMB002A,0,0,0,0,1
385,VT1592.MEMB002C,0,0,0,0,1
386,VT1592.MEMB002F,0,0,0,0,1
387,VT1592.MEMB004A,0,0,0,0,1
388,VT1592.MEMB005B,1,1,0,0,1
389,VT1592.MEMB005D,1,0,0,0,1
390,VT1592.MEMB007B,0,0,0,0,1
391,VT1592.dkik,0,0,0,0,1
392,VT1592.MEMB002B,0,0,0,0,1
393,VT1592.MEMB002D,0,0,0,0,1
394,VT1592.MEMB002E,0,0,0,1,1
395,VT1592.MEMB003A,0,0,0,1,1
396,VT1592.MEMB003B,1,0,0,0,1
397,VT1592.MEMB003C,0,0,0,0,1
398,VT1592.MEMB003D,0,0,0,0,1
399,VT1592.MEMB003F,0,0,0,0,1
400,VT1592.MEMB004B,1,0,0,0,1
401,VT1592.MEMB004E,0,0,0,0,1
402,VT1592.MEMB006A,0,0,0,0,1
403,VT1592.MEMB006B,0,0,0,0,1
404,VT1592.MEMB006C,1,0,0,0,1
405,VT1592.MEMB007C,1,0,0,0,1
406,VT1592.MEMB007D,1,0,0,0,1
407,VT1592.MEMB008C,1,0,0,0,1
408,VT14273.MEMB002A,1,0,0,0,0
409,VT14273.MEMB002D,0,0,0,0,0
410,VT14273.MEMB002F,0,0,0,0,0
411,VT14273.MEMB003A,0,0,0,0,0
412,VT14273.MEMB003C,1,0,0,0,0
413,VT14273.MEMB003D,0,0,0,0,0
414,VT14273.MEMB005B,0,0,0,0,0
415,VT14273.MEMB005D,0,0,0,0,0
416,VT14273.dkik,0,0,0,0,0
417,VT14273.MEMB002B,0,0,0,0,0
418,VT14273.MEMB002C,1,0,0,0,0
419,VT14273.MEMB002E,0,0,0,0,0
420,VT14273.MEMB003B,0,0,0,0,0
421,VT14273.MEMB003F,0,0,0,0,0
422,VT14273.MEMB004A,0,0,0,0,0
423,VT14273.MEMB004B,0,0,0,0,0
424,VT14273.MEMB004E,0,0,0,0,0
425,VT14273.MEMB006A,0,0,0,0,0
426,VT14273.MEMB006B,0,0,0,0,0
427,VT14273.MEMB006C,0,0,0,0,0
428,VT14273.MEMB007B,0,0,0,0,0
429,VT14273.MEMB007C,0,0,0,0,0
430,VT14273.MEMB007D,0,0,0,0,0
431,VT14273.MEMB008C,0,0,0,0,0
432,VT33286.dkik,0,0,0,1,0
433,VT33286.MEMB002A,0,0,0,0,0
434,VT33286.MEMB002C,0,0,0,0,0
435,VT33286.MEMB002D,1,0,0,1,0
436,VT33286.MEMB003B,0,0,0,0,0
437,VT33286.MEMB003D,0,0,0,1,0
438,VT33286.MEMB003F,1,0,0,0,0
439,VT33286.MEMB004B,1,0,0,0,0
440,VT33286.MEMB004E,2,0,0,0,0
441,VT33286.MEMB006B,0,0,0,0,0
442,VT33286.MEMB007B,0,0,0,0,0
443,VT33286.MEMB007D,0,0,0,0,0
444,VT33286.MEMB008C,0,0,0,1,0
445,VT33286.MEMB002B,0,0,0,0,0
446,VT33286.MEMB002E,0,0,0,0,0
447,VT33286.MEMB002F,1,0,0,0,0
448,VT33286.MEMB003A,1,0,0,0,0
449,VT33286.MEMB003C,0,0,0,0,0
450,VT33286.MEMB004A,0,0,0,0,0
451,VT33286.MEMB005B,2,0,0,0,0
452,VT33286.MEMB005D,0,0,0,0,0
453,VT33286.MEMB006A,0,0,0,0,0
454,VT33286.MEMB006C,1,0,0,0,0
455,VT33286.MEMB007C,1,0,0,0,0
456,VT58948.dkik,0,0,0,0,1
457,VT58948.MEMB002A,0,0,0,0,1
458,VT58948.MEMB002B,0,0,0,0,1
459,VT58948.MEMB002C,0,0,0,0,1
460,VT58948.MEMB002F,0,0,0,0,1
461,VT58948.MEMB003B,0,0,0,0,1
462,VT58948.MEMB004B,0,0,0,0,1
463,VT58948.MEMB005D,0,0,0,0,1
464,VT58948.MEMB006A,0,0,0,0,1
465,VT58948.MEMB006C,0,0,0,0,1
466,VT58948.MEMB007C,0,0,0,0,1
467,VT58948.MEMB007D,0,0,0,0,1
468,VT58948.MEMB008C,0,0,0,0,1
469,VT58948.MEMB002D,0,0,0,0,1
470,VT58948.MEMB002E,0,0,0,0,1
471,VT58948.MEMB003A,0,0,0,0,1
472,VT58948.MEMB003C,0,0,0,0,1
473,VT58948.MEMB003D,0,0,0,0,1
474,VT58948.MEMB003F,0,0,0,0,1
475,VT58948.MEMB004A,0,0,0,0,1
476,VT58948.MEMB004E,0,0,0,0,1
477,VT58948.MEMB005B,0,0,0,0,1
478,VT58948.MEMB006B,0,0,0,0,1
479,VT58948.MEMB007B,0,0,0,0,1
480,VT31175.dkik,3,0,0,0,1
481,VT31175.MEMB002D,3,0,0,0,1
482,VT31175.MEMB002E,2,0,0,0,1
483,VT31175.MEMB003B,2,0,0,0,1
484,VT31175.MEMB003F,1,0,0,0,1
485,VT31175.MEMB004B,1,0,0,0,1
486,VT31175.MEMB005D,2,0,0,0,1
487,VT31175.MEMB006A,2,0,0,0,1
488,VT31175.MEMB007D,1,0,0,0,1
489,VT31175.MEMB008C,1,0,0,0,1
490,VT31175.MEMB002A,2,0,0,0,1
491,VT31175.MEMB002B,2,0,0,0,1
492,VT31175.MEMB002C,2,0,0,0,1
493,VT31175.MEMB002F,2,0,0,0,1
494,VT31175.MEMB003A,2,0,0,0,1
495,VT31175.MEMB003C,1,0,0,0,1
496,VT31175.MEMB003D,3,0,0,0,1
497,VT31175.MEMB004A,1,0,0,0,1
498,VT31175.MEMB004E,1,0,0,0,1
499,VT31175.MEMB005B,2,0,0,0,1
500,VT31175.MEMB006B,1,0,0,0,1
501,VT31175.MEMB006C,1,0,0,0,1
502,VT31175.MEMB007B,2,0,0,0,1
503,VT31175.MEMB007C,2,0,0,0,1
504,VT46066.dkik,0,0,0,0,0
505,VT46066.MEMB002A,0,0,0,0,0
506,VT46066.MEMB002C,0,0,0,0,0
507,VT46066.MEMB002F,0,0,0,0,0
508,VT46066.MEMB003F,0,0,0,0,0
509,VT46066.MEMB005D,0,0,0,0,0
510,VT46066.MEMB006C,0,0,0,0,0
511,VT46066.MEMB007C,0,0,0,0,0
512,VT46066.MEMB002B,0,0,0,0,0
513,VT46066.MEMB002D,0,0,0,0,0
514,VT46066.MEMB002E,0,0,0,0,0
515,VT46066.MEMB003A,0,0,0,0,0
516,VT46066.MEMB003B,0,0,0,0,0
517,VT46066.MEMB003C,0,0,0,0,0
518,VT46066.MEMB003D,0,0,0,0,0
519,VT46066.MEMB004A,0,0,0,0,0
520,VT46066.MEMB004B,0,0,0,0,0
521,VT46066.MEMB004E,0,0,0,0,0
522,VT46066.MEMB005B,0,0,0,0,0
523,VT46066.MEMB006A,0,0,0,0,0
524,VT46066.MEMB006B,0,0,0,0,0
525,VT46066.MEMB007B,0,0,0,0,0
526,VT46066.MEMB007D,0,0,0,0,0
527,VT46066.MEMB008C,0,0,0,0,0
528,VT2032.dkik,0,0,0,1,1
529,VT2032.MEMB002C,0,0,0,1,1
530,VT2032.MEMB003A,0,0,0,1,1
531,VT2032.MEMB003B,1,0,0,1,1
532,VT2032.MEMB003F,1,0,0,2,1
533,VT2032.MEMB004B,1,0,0,1,1
534,VT2032.MEMB005B,1,0,0,1,1
535,VT2032.MEMB006A,0,0,0,1,1
536,VT2032.MEMB006C,0,0,0,0,1
537,VT2032.MEMB007B,0,0,0,1,1
538,VT2032.MEMB007D,0,0,0,2,1
539,VT2032.MEMB008C,0,0,0,2,1
540,VT2032.MEMB002A,0,0,0,1,1
541,VT2032.MEMB002B,0,0,0,3,1
542,VT2032.MEMB002D,0,0,0,1,1
543,VT2032.MEMB002E,0,0,0,0,1
544,VT2032.MEMB002F,0,0,0,0,1
545,VT2032.MEMB003C,0,0,0,1,1
546,VT2032.MEMB003D,0,0,0,1,1
547,VT2032.MEMB004A,0,0,0,2,1
548,VT2032.MEMB004E,1,0,0,1,1
549,VT2032.MEMB005D,0,0,0,1,1
550,VT2032.MEMB006B,0,0,0,2,1
551,VT2032.MEMB007C,1,0,0,1,1
552,VT50738.MEMB002C,0,0,0,0,0
553,VT50738.MEMB002D,0,1,0,0,0
554,VT50738.MEMB002E,0,1,0,1,0
555,VT50738.MEMB003C,0,0,0,0,0
556,VT50738.MEMB003D,0,1,0,0,0
557,VT50738.MEMB004E,0,1,0,0,0
558,VT50738.MEMB005D,0,0,0,0,0
559,VT50738.MEMB006A,0,1,0,0,0
560,VT50738.MEMB006C,0,1,0,0,0
561,VT50738.MEMB007B,0,0,0,0,0
562,VT50738.MEMB007C,0,0,0,0,0
563,VT50738.MEMB007D,0,1,0,0,0
564,VT50738.MEMB008C,0,1,0,0,0
565,VT50738.dkik,0,1,0,0,0
566,VT50738.MEMB002A,0,0,0,0,0
567,VT50738.MEMB002B,0,0,0,0,0
568,VT50738.MEMB002F,0,0,0,0,0
569,VT50738.MEMB003A,0,1,0,0,0
570,VT50738.MEMB003B,0,1,0,0,0
571,VT50738.MEMB003F,0,1,0,0,0
572,VT50738.MEMB004A,0,0,0,0,0
573,VT50738.MEMB004B,0,1,0,0,0
574,VT50738.MEMB005B,0,1,0,0,0
575,VT50738.MEMB006B,0,0,0,0,0
576,VT63175.MEMB003C,1,0,0,0,1
577,VT63175.MEMB004B,1,0,0,0,1
578,VT63175.MEMB005D,1,0,0,0,1
579,VT63175.MEMB006A,1,0,0,0,1
580,VT63175.MEMB006B,0,0,0,0,1
581,VT63175.MEMB007D,1,0,0,0,1
582,VT63175.MEMB008C,1,0,0,0,1
583,VT63175.dkik,2,0,0,0,1
